User_ID,Device_Type,Network_Type,Region
5527587890537388317,Smartphone,Wi-Fi,Urban
5465762209212001361,Smartphone,4G,Urban
7776245718814979486,Tablet,5G,Urban
6608252737867971215,Smartphone,Wi-Fi,Rural
3757301343552214166,Smartphone,Wi-Fi,Urban
-5944261321388937438,Smartphone,5G,Urban
-2726288604463075974,Tablet,Wi-Fi,Urban
-729354210516284165,Tablet,4G,Urban
-7126771786447140440,,5G,
-406813875818057536,Tablet,5G,Suburban
-4070044284922961421,Tablet,4G,Suburban
-6796490406369340176,PC,Wi-Fi,Rural
-3699482921676390878,Smartphone,Wi-Fi,Rural
7420264419269499900,,5G,
4117831094969483034,Smartphone,4G,Urban
-1811027378613191960,PC,5G,Urban
-2757877192704614604,Smartphone,4G,Rural
-8176228225061930378,Tablet,This is free text for Network_Type,Suburban
1984023746181123221,Tablet,4G,Suburban
-3501925108446538213,PC,4G,Urban
6530657015242372006,PC,4G,Rural
3875720549977667492,PC,Wi-Fi,Rural
-5006607447445298639,Smartphone,Wi-Fi,Urban
291377836315219763,device-123,5G,Urban
-8211557171838608817,Tablet,Achats,Suburban
3738883435428673877,PC,4G,Suburban
5888362095701655959,PC,5G,Rural
-7217592808330900162,Smartphone,Wi-Fi,Suburban
-2931872293353536237,Smartphone,4G,Urban
-5146509885430675230,Smartphone,4G,Rural
-6178122979185782065,Smartphone,5G,Suburban
-903086350281812206,Smartphone,Wi-Fi,Suburban
742486396733981625,Smartphone,4G,Suburban
2768762922135871116,Smartphone,Wi-Fi,Rural
730216519989146432,Smartphone,5G,Rural
7391570593286282382,Tablet,4G,Rural
-1744277678234602850,PC,5G,Suburban
-9007770059926682713,PC,4G,Urban
3106876999987412367,Tablet,Wi-Fi,Rural
-1778871377511920873,Smartphone,Wi-Fi,Urban
6970550207197491669,Tablet,Wi-Fi,Medios sociales
-3011667379487196860,Smartphone,5G,Urban
306938034156961404,Tablet,Wi-Fi,Urban
8649919644322066998,,Wi-Fi,
7838505728137263160,Tablet,Wi-Fi,Suburban
8331936526724457395,PC,4G,Suburban
-7254711995422134797,Tablet,4G,Rural
-6015047420259929501,Smartphone,This is free text for Network_Type,Urban
-4136874075165911535,Smartphone,4G,Suburban
-7756537660793296462,Tablet,4G,Urban
-6447026998599654360,Tablet,4G,Suburban
-8748967313787588169,Smartphone,4G,Suburban
-7351566080655681394,Tablet,Wi-Fi,Suburban
-1003811336435778254,device-123,5G,Urban
-3893198772944829717,PC,5G,Rural
7728497147700142936,Tablet,5G,Rural
6085546892585719756,PC,Wi-Fi,Urban
8865039545297123125,Tablet,4G,Rural
1675978204090987497,PC,Wi-Fi,Suburban
-4942294292883459330,Smartphone,4G,Rural
8396005099361012467,Smartphone,5G,Rural
4562780422520413713,Smartphone,Wi-Fi,Rural
6500816322447908971,Smartphone,Wi-Fi,Suburban
1748859337878965717,Smartphone,Wi-Fi,Suburban
1235855010930465913,Smartphone,5G,Urban
-3210772018863800886,PC,5G,Suburban
8708015933772729738,Tablet,5G,Rural
-2974018577888434469,Tablet,4G,Rural
-3080536791472775741,Smartphone,This is free text for Network_Type,This is free text for Region
5477929750155179072,PC,4G,Urban
-9181197469515133537,This is free text for Device_Type,Wi-Fi,Suburban
-5728829718152822870,device-123,Wi-Fi,Urban
-4024796351712009897,Smartphone,5G,Urban
7295955898285391258,Smartphone,4G,Urban
-6805965225944262612,Smartphone,5G,Urban
6609039889444762988,Smartphone,Wi-Fi,Urban
-8927053611752544502,This is free text for Device_Type,Wi-Fi,Rural
-7227521819205932892,Smartphone,4G,Suburban
2360923736252228391,PC,5G,Suburban
-2395040789695443013,Smartphone,Wi-Fi,Suburban
6493319648097971691,Tablet,5G,Rural
-6999410248222547565,Smartphone,4G,Suburban
5564218473046959244,Tablet,4G,Streaming
-3849787824583240557,PC,5G,Rural
3511351747752048993,Smartphone,5G,Urban
6010681037949876895,Tablet,Wi-Fi,Rural
8666678771118872321,Jeux,4G,Rural
3457307339640950882,Smartphone,5G,Urban
6796200171084654804,Smartphone,Medios sociales,Rural
8973797508350156304,Tablet,4G,Suburban
-3973577414890154227,Tablet,5G,Rural
-8648586126232361075,Smartphone,5G,Urban
9160649895068334644,Tablet,This is free text for Network_Type,Rural
-3432198213993668252,PC,5G,Urban
-1874358695759888190,Smartphone,4G,Rural
-1992048060923740768,Tablet,5G,Suburban
-6340618602677835126,PC,Wi-Fi,Urban
6610744371696463200,Tablet,4G,Urban
-1140539980784592491,Tablet,4G,Suburban
-7127840635080566780,Smartphone,5G,Urban
-3541499354522619514,Tablet,Wi-Fi,Suburban
7273829990346475115,PC,4G,Rural
708659981463547707,Smartphone,4G,Urban
-6978574899479725767,Tablet,4G,Suburban
-7909711518873067200,Tablet,4G,Suburban
-3139580579764878203,Streaming,5G,This is free text for Region
-3517062347014863331,Smartphone,Wi-Fi,Urban
-7676427779458434673,Smartphone,5G,Urban
763423383246311169,Smartphone,4G,Urban
2283362391447762477,PC,4G,Urban
-1057252300754284120,Tablet,Wi-Fi,Rural
-1882846874503679020,Tablet,5G,Urban
-7131383953532473149,Tablet,4G,Rural
8361607701805583793,PC,Wi-Fi,Suburban
291377836315219763,Tablet,Achats,Urban
4184384387942554944,Tablet,5G,Rural
4359136836741882725,PC,4G,Urban
5746522270252400663,PC,Wi-Fi,Rural
8192274543914080415,PC,5G,Suburban
-4477444929319665891,Tablet,5G,Rural
-5163642955969467013,PC,Wi-Fi,Suburban
7095842731349626118,device-123,Wi-Fi,Urban
275401340607204582,PC,Wi-Fi,Jeux
-1634793781935585746,Tablet,4G,Suburban
5418970875433645549,Tablet,5G,Rural
-7950945975720932631,Tablet,4G,Rural
6097549562622753470,,Wi-Fi,
-8511882394916192665,Tablet,5G,Urban
-2841082711902003395,Tablet,4G,Rural
-7057134741852807198,PC,5G,Rural
-4699874912946508595,Smartphone,4G,Rural
1056387455611067791,Tablet,Wi-Fi,Urban
-4330399039471421328,device-123,5G,Urban
-7157413996129902385,,Wi-Fi,
-7528994850248370593,Tablet,4G,Suburban
-8718164132311959845,PC,5G,Urban
-7901357221596542277,Tablet,Wi-Fi,Suburban
-8013988114039994592,PC,4G,Urban
-2403317203067050093,PC,Medios sociales,Urban
-2266941274400293923,Smartphone,4G,Suburban
6551862636479128097,Smartphone,4G,Rural
8105481576696457506,Smartphone,5G,Suburban
4591289800795280958,PC,4G,Suburban
-5441034131631299063,Smartphone,4G,Rural
-5604996697162718348,PC,Wi-Fi,Urban
-9220415858076812847,PC,Wi-Fi,Suburban
2626780920860168711,Tablet,5G,Urban
-5902495134057463186,PC,5G,Urban
6401066964534085006,Smartphone,4G,Urban
-1087399231030745218,PC,5G,Urban
6088244966494849167,PC,Wi-Fi,Urban
-9201979807886862571,Tablet,4G,Rural
-3224661770276550658,Tablet,Wi-Fi,Rural
-622555660570586705,Tablet,5G,Rural
-66831516030158498,Smartphone,4G,Rural
-3449647394523948377,device-123,Wi-Fi,Rural
3621644246071193512,Smartphone,Wi-Fi,Rural
2874909120749712932,Tablet,4G,Rural
-124848305244934713,PC,4G,Rural
-8068369365528113598,Smartphone,4G,Suburban
2975205427829797860,PC,5G,Rural
644748639817535316,Smartphone,Wi-Fi,Suburban
815003544727028429,Tablet,5G,Rural
-2417726490710431385,PC,Wi-Fi,This is free text for Region
-1206031099786353710,Smartphone,Streaming,Urban
5733217900940846274,This is free text for Device_Type,4G,Suburban
-5271751563803801097,Smartphone,4G,Suburban
-6961334385107171518,Smartphone,Wi-Fi,Rural
-4709069333494813230,,4G,
-1526536624298998811,PC,Wi-Fi,Suburban
-627343582896971414,Tablet,5G,Suburban
4767179927261759048,Smartphone,Wi-Fi,Rural
442919234334885603,Smartphone,4G,Suburban
7307906190139744419,PC,Wi-Fi,Urban
-1329373279728316668,Tablet,Streaming,Suburban
2901812008931113765,PC,Wi-Fi,Suburban
-2967934820523956471,Smartphone,Wi-Fi,Rural
-4509714109803066071,PC,5G,Rural
-7507637825230394745,Tablet,5G,Rural
-9199750963102822066,Smartphone,4G,Urban
380879511766420413,Smartphone,4G,Suburban
3071070422491854763,PC,4G,Suburban
316633619213703796,Tablet,4G,Rural
445441820349747383,Smartphone,4G,Rural
-848545082659100497,PC,Wi-Fi,Rural
782607250713414370,Smartphone,4G,Urban
-3464872345507140,Smartphone,5G,Suburban
-3529690664099610962,Smartphone,Wi-Fi,Urban
9171956839159517944,Jeux,4G,Jeux
-4213864590501119677,PC,4G,Rural
8693183319908317514,Smartphone,4G,Rural
4468527131490651542,Tablet,4G,Rural
-7192949389025197566,device-123,Wi-Fi,Rural
8301545274494689590,Smartphone,4G,Rural
-2151945029914256553,Smartphone,4G,Suburban
-4311307381050098331,Tablet,5G,Suburban
-9199346133438158745,Tablet,Wi-Fi,Rural
7104582779522643132,Smartphone,Wi-Fi,Rural
-473093107666899546,Tablet,Wi-Fi,Urban
-4001758609367918271,PC,5G,Urban
6100869327252635430,Smartphone,Wi-Fi,Medios sociales
-8762604971895931334,Smartphone,5G,Urban
-1504566709403523787,Tablet,5G,Urban
879445420939825258,,5G,
2513866134548502946,PC,5G,Urban
-3910584168904066972,Smartphone,5G,Rural
2577098367252726751,Tablet,5G,Rural
3176021916712954613,,Wi-Fi,
5171735499267771647,Tablet,4G,This is free text for Region
3475806383267795409,Smartphone,5G,Suburban
-4542126274158929228,Tablet,5G,Suburban
-5370800308700561492,Tablet,This is free text for Network_Type,Rural
-1392285669071578083,Tablet,4G,Suburban
-8345817261279686783,Tablet,4G,Suburban
2403205456871476290,Smartphone,4G,Suburban
7303131115356816667,PC,5G,Suburban
7421697454014490933,Tablet,Medios sociales,Suburban
1826565970016155611,PC,Medios sociales,Urban
7631362779588370200,Jeux,Wi-Fi,Urban
1160514608393193330,Smartphone,4G,Urban
2140771663859940705,Smartphone,4G,Suburban
-7370884280687097651,PC,4G,Rural
-7531182783000667665,PC,Wi-Fi,Rural
-7005110216316789316,Smartphone,Wi-Fi,Rural
-5953955521528099950,device-123,Wi-Fi,Achats
7670930745250559193,Tablet,5G,Urban
-8371896073073019608,device-123,Wi-Fi,Rural
1826571098950243646,Tablet,Wi-Fi,Urban
-3442854955336787895,PC,Wi-Fi,Rural
-6160171584841024609,device-123,5G,Urban
-9188316211919457040,Smartphone,5G,Rural
-1069007016812928091,Tablet,Wi-Fi,Rural
7952724857302979787,Smartphone,Wi-Fi,Urban
-7451316511016667325,PC,4G,Rural
-4211226770311378066,device-123,Wi-Fi,Rural
-5585793894007429318,This is free text for Device_Type,5G,Urban
4129594046106406200,This is free text for Device_Type,Wi-Fi,Urban
5636512511593921685,PC,4G,Rural
8859407593605589827,Smartphone,5G,Urban
8588235567269839381,device-123,Wi-Fi,Suburban
-2076335275143719732,Tablet,4G,Rural
3294115398078315786,Smartphone,Wi-Fi,Suburban
-3440401047473096683,Tablet,5G,Urban
-5293824525912083146,device-123,Wi-Fi,Urban
-2324146814719628323,,Wi-Fi,
-7267817213703305573,device-123,Wi-Fi,Rural
6774880564810615713,Smartphone,Wi-Fi,Urban
-4341878302438737835,PC,5G,Rural
-398521605143435420,Tablet,5G,Urban
-5220012247007432009,,5G,
7913282391368791218,PC,4G,Suburban
-3126548687636094790,Smartphone,4G,Rural
-1108176098875698742,Smartphone,Wi-Fi,Rural
-7910326771818766138,Smartphone,4G,Suburban
-2222809464126781799,Tablet,Wi-Fi,Rural
-6112516888473631301,PC,5G,Rural
6340774804160244197,PC,5G,Suburban
-2236345460476797526,PC,4G,Urban
5709572560201961660,Smartphone,5G,Streaming
7550807800271674575,Smartphone,4G,Rural
-735277644096364401,Smartphone,5G,Suburban
1735367406791716049,Tablet,4G,Suburban
-7685473791679364610,PC,Wi-Fi,Urban
1160514608393193330,PC,5G,Urban
67601051860197770,Smartphone,4G,Suburban
2009177870776706729,PC,Wi-Fi,Rural
1639527505736493878,PC,5G,Urban
-2888542207269623965,PC,5G,Suburban
-2010451691669558262,device-123,Wi-Fi,Rural
-5302430988681464711,Tablet,Wi-Fi,Rural
-235138740088842291,Tablet,5G,Urban
-8566782420665613158,Smartphone,5G,Rural
-6897427025072093455,PC,Wi-Fi,Urban
-6458677255947451476,Smartphone,4G,Urban
2470003337437229698,Smartphone,4G,Rural
2061459956906335427,Smartphone,5G,Rural
5698560369150769574,PC,4G,Rural
6431625999898325964,PC,5G,Suburban
-6788890103866786478,Tablet,4G,Rural
8700442078663805850,Smartphone,4G,Suburban
8268136829912818331,Tablet,4G,Suburban
291377836315219763,PC,4G,Urban
-2992159425431515037,PC,Wi-Fi,Rural
4986311271248272827,Smartphone,4G,Rural
6567842651734285244,Tablet,Wi-Fi,Suburban
-4005209231653762663,,4G,
2633843282048354449,PC,Wi-Fi,Urban
-2286430107536328843,PC,4G,Suburban
-4021580849785529086,device-123,Wi-Fi,Urban
-6680686050408043032,Tablet,Wi-Fi,Rural
-803833738136735475,device-123,5G,Suburban
2065740959932805546,Tablet,5G,Suburban
8913852432973929667,PC,4G,Urban
-1791955965520628051,Tablet,4G,Suburban
-1066687144552246740,Tablet,5G,Rural
6064938936719873500,Smartphone,4G,Rural
-7910814870246071091,Smartphone,Wi-Fi,Suburban
-4562290142248651068,Smartphone,4G,Suburban
-5892693438000032107,PC,4G,Urban
6651700418309895666,Tablet,4G,Urban
8043622515381765934,Tablet,Wi-Fi,Jeux
-3091849318573392039,Tablet,4G,Suburban
-5889716868747169538,Tablet,Wi-Fi,Suburban
2100454554589665355,PC,5G,Suburban
555011489132064982,device-123,4G,Rural
-967838761653256916,Tablet,5G,Urban
4939964935625593398,Smartphone,Wi-Fi,Urban
6653675160365472035,PC,4G,Suburban
-1172967775675940382,Smartphone,5G,Suburban
4553121085045329991,Smartphone,Medios sociales,Suburban
3671569368153766000,PC,Wi-Fi,Urban
-7823666583778948056,Tablet,4G,Urban
505892729236660548,Smartphone,4G,Suburban
-4043116549474637607,device-123,4G,Suburban
-8152737139201301234,PC,Wi-Fi,Rural
-7595478828817818657,Tablet,Wi-Fi,Rural
8730832767693672726,Tablet,Wi-Fi,Urban
2095348488066354780,Smartphone,4G,Rural
8853217790220647883,Tablet,4G,Urban
6643739338965714531,PC,5G,Suburban
341552391167942359,PC,4G,Suburban
3680766235004358274,PC,5G,Suburban
5909623388504299270,PC,4G,Rural
2085360054934627196,Tablet,5G,Urban
5872075762940130966,PC,Wi-Fi,Rural
6537663456539354333,Smartphone,4G,Urban
6165132784226427452,Jeux,5G,Rural
1958640184698354213,Smartphone,Wi-Fi,Rural
-2443042224492831338,Smartphone,Wi-Fi,Urban
-5170878121330054038,Tablet,Wi-Fi,Rural
-7047051782357871715,Smartphone,5G,Urban
-2325344055781923893,Tablet,Wi-Fi,Suburban
-872283033125274892,Tablet,4G,Suburban
7619126952644476063,Tablet,5G,Urban
6913722121812844832,device-123,Wi-Fi,Urban
-4339493517418588514,Smartphone,5G,Urban
-7789932019196726595,Tablet,4G,Rural
-125710072003203043,Tablet,5G,Urban
-3318040798375116999,PC,4G,Urban
-6935234227975298742,device-123,Wi-Fi,Suburban
-2943585689830198759,PC,5G,Urban
5160371885901004934,PC,5G,Urban
-4969100822198453633,device-123,4G,Suburban
3826884794552852515,Smartphone,5G,Suburban
-6790245483781995645,Tablet,4G,Rural
8203512016298581126,Tablet,Wi-Fi,Suburban
450359649108101087,Smartphone,5G,Rural
-5768357754260568865,Tablet,5G,Suburban
-4048464141823447050,Tablet,5G,Suburban
-7756552194145727697,PC,5G,Urban
2833675907621964999,,Wi-Fi,
366169026122329015,PC,5G,Suburban
-1197107466382398098,Smartphone,5G,Rural
2627602885412230593,PC,5G,Rural
5849662037394886119,Tablet,Wi-Fi,Suburban
3140347951950752628,Tablet,4G,Suburban
1359594617844325023,Smartphone,Wi-Fi,Urban
9110952210446713655,Smartphone,4G,Suburban
743950612426147850,,5G,
-2460645806076007679,This is free text for Device_Type,4G,Urban
4263308441143109248,Smartphone,Medios sociales,Rural
-2180031035290974457,PC,Wi-Fi,Urban
8462490451170365003,Tablet,4G,Rural
1378170234755332682,Medios sociales,5G,Urban
-5074648575779741653,Smartphone,Wi-Fi,Urban
-3897031554892737587,Smartphone,4G,Rural
7159300821500398925,Tablet,4G,This is free text for Region
2513866134548502946,PC,Wi-Fi,Urban
8072563308184739794,PC,Wi-Fi,Urban
-8613592297293013695,Smartphone,4G,Rural
1052745617172860842,PC,5G,Suburban
-7526798432568862184,Tablet,5G,Suburban
4438389615917969402,Smartphone,4G,Rural
-6525619154433116224,Smartphone,Wi-Fi,Rural
-6252176680331484087,Tablet,5G,Urban
-537468645678526434,Smartphone,4G,Rural
6858448092791660288,PC,Wi-Fi,Suburban
-2697509744481181735,PC,4G,Rural
1480771379883235806,PC,Wi-Fi,Urban
-7967234410339303768,Smartphone,5G,Urban
5837600607978452177,Tablet,Wi-Fi,Rural
2585111760314728981,Tablet,4G,Rural
-8943422013115221379,PC,This is free text for Network_Type,Urban
8929519831490948235,device-123,4G,Suburban
1998440983041575744,Tablet,4G,Urban
5342569532964905422,Tablet,4G,Suburban
3300836964354105545,Smartphone,5G,Urban
4042408957578831555,PC,4G,Suburban
7307066118319432147,Tablet,5G,Urban
-1885186451239568371,device-123,Wi-Fi,Urban
-7194940192540156227,device-123,Wi-Fi,Rural
-4557561502862491426,Tablet,Wi-Fi,Suburban
-7809022303706280964,,Wi-Fi,
-6755970513847530550,PC,4G,Urban
-3439575901970188164,Smartphone,Wi-Fi,Rural
-4636608035278438506,device-123,Wi-Fi,Urban
1105262952695756180,PC,4G,Urban
2416467627176119827,PC,Jeux,Rural
-6453311280375686152,Tablet,4G,This is free text for Region
6493445160820077924,PC,5G,Suburban
-8518035718779076359,PC,Wi-Fi,Suburban
-7591933800904370490,PC,4G,Urban
7493407847945251152,Tablet,4G,Rural
-1059458233415482598,,4G,
-8450780544991266166,device-123,Wi-Fi,Urban
-1043628307539720526,Tablet,4G,Rural
981061033958035987,Tablet,5G,Rural
-505741120228692925,Tablet,4G,Urban
-7148264506520524277,Tablet,Wi-Fi,Suburban
991496587250195129,Smartphone,5G,Suburban
7863089194793245935,Smartphone,5G,Suburban
-6424216417218051624,Tablet,5G,Rural
3641439338982192143,Tablet,Wi-Fi,Suburban
-6038201514394614233,Tablet,Wi-Fi,Suburban
11298776425534153,PC,5G,Rural
-8201794912091197857,Smartphone,Wi-Fi,Suburban
-363296126307480793,PC,5G,Suburban
1391218630984154287,Tablet,5G,Rural
2447628169896316194,PC,5G,Suburban
3364925047266393922,PC,4G,Rural
-8511580151537686871,PC,5G,Urban
-3744885228584053413,device-123,Wi-Fi,Suburban
-1534056989384750121,,5G,
9151916998329968894,Tablet,Wi-Fi,Rural
-3300073110499863150,Smartphone,Wi-Fi,Urban
1411359120016667072,device-123,Wi-Fi,Urban
5208601997440040942,Smartphone,5G,Urban
1071686025680911700,Tablet,4G,Urban
-5260693163552141150,Tablet,4G,Urban
6990045395076840359,Smartphone,Wi-Fi,Urban
1578829871140380154,PC,4G,Rural
1729030529620776674,PC,4G,Rural
4868030771883893302,Smartphone,4G,Suburban
-2167007908587998303,,4G,
-1805533388590695917,Streaming,5G,Rural
5858306484297928446,Smartphone,4G,Suburban
-7671103448425287664,Smartphone,4G,Suburban
2621152704652794395,Tablet,4G,Urban
1453552047391344058,PC,4G,Urban
-5805523451173704226,Tablet,This is free text for Network_Type,Rural
6313772909557031389,Smartphone,Wi-Fi,Suburban
-2488026589978917902,Medios sociales,Wi-Fi,Rural
6984164850995790572,Smartphone,Wi-Fi,Urban
4212690716894979217,Tablet,5G,Urban
-1630603801140735880,Smartphone,5G,Urban
-7482543679941901126,This is free text for Device_Type,4G,Rural
-5789466485786041525,Smartphone,Wi-Fi,Urban
8243506479797547231,Smartphone,Wi-Fi,Urban
-5274014109431134949,Smartphone,Wi-Fi,Suburban
-372944785862018519,Tablet,5G,Suburban
-7700509546283978335,device-123,Wi-Fi,Rural
-8339397276494832276,device-123,Medios sociales,Rural
291377836315219763,Smartphone,4G,Urban
-125710072003203043,Smartphone,5G,Jeux
-4961941003651436210,PC,5G,Suburban
3717708095322010158,Smartphone,Wi-Fi,Suburban
-7101526137609436833,Smartphone,Wi-Fi,Suburban
-8247556787600838814,This is free text for Device_Type,5G,Rural
-2284100935083548354,Tablet,5G,Suburban
3312701625429476017,Jeux,Wi-Fi,Suburban
7028827723452788705,PC,4G,Suburban
-16249037175581663,Tablet,Wi-Fi,Suburban
-8771511311117531767,PC,Wi-Fi,Rural
-5921784843389574798,Tablet,5G,Suburban
139093866667671053,,4G,
-3992003468020384448,Smartphone,5G,Urban
3778631863229214072,,5G,
-4653531533196593486,Smartphone,5G,Rural
599744985248704589,PC,5G,Suburban
2052203886230869529,Tablet,Wi-Fi,Urban
-6116510581687633884,device-123,5G,Rural
6086868350489337776,Smartphone,Wi-Fi,Rural
-4107148541926556460,PC,4G,Rural
7372541204412569298,PC,4G,Urban
2352148093590869290,PC,5G,Rural
-3428527524112596149,PC,4G,Rural
-2751842207768028723,device-123,4G,Rural
-6773465540302230097,Smartphone,5G,Rural
6626388163324482561,,Wi-Fi,
927189501243477745,PC,4G,Urban
-4961572104082610556,PC,4G,Rural
8757857112654328530,Smartphone,4G,Urban
2288580830426109588,Tablet,Wi-Fi,Suburban
4157848735280153962,Tablet,5G,Suburban
-6648105876783987265,PC,5G,Urban
4770469560341833601,PC,4G,Suburban
-2215891826804333093,PC,Wi-Fi,Urban
-441122023500517389,device-123,Wi-Fi,Rural
-4305008442725069783,Smartphone,Wi-Fi,Suburban
-4690962741055622370,device-123,5G,Rural
1896936363454517029,This is free text for Device_Type,4G,Rural
1160514608393193330,Tablet,5G,Urban
1805159487118194263,Tablet,4G,Urban
-4885174000014366255,PC,4G,Suburban
-3281601213314304330,Jeux,4G,Rural
-3026767233723461086,Tablet,4G,Rural
1434236225849673369,Tablet,5G,Urban
-8696077035856991070,This is free text for Device_Type,4G,Rural
-4206124521730581246,PC,Wi-Fi,Rural
1360670584523276148,Smartphone,4G,Suburban
296725057118313367,PC,5G,Urban
2589724365184117389,Tablet,Wi-Fi,Urban
353304598525797852,Tablet,Wi-Fi,Urban
-8628283438219836606,Smartphone,Wi-Fi,Suburban
6665972230237666796,PC,This is free text for Network_Type,Urban
897217279521910368,Tablet,Wi-Fi,Suburban
7006983475490910368,Tablet,Wi-Fi,Suburban
4741541230993193138,Tablet,4G,Rural
2465471038285587113,Smartphone,Wi-Fi,Rural
-2476118353847093814,PC,Wi-Fi,This is free text for Region
2626279933531193493,Smartphone,Wi-Fi,Urban
-1508612335410028985,Smartphone,5G,Suburban
8308256799714414067,Tablet,4G,Suburban
-8170206799266578513,Tablet,4G,Urban
-4810921330511650937,This is free text for Device_Type,4G,Urban
974060178947985716,PC,4G,Suburban
-1898201880125628099,PC,5G,Rural
2477117507250520291,PC,5G,Urban
6589361660567197183,PC,4G,Rural
3963556668787772466,Smartphone,5G,This is free text for Region
2477696603484313700,Smartphone,4G,Rural
-7903535381349754432,Tablet,4G,Suburban
3665180341292396080,Tablet,Wi-Fi,Suburban
4639563186507011596,Tablet,4G,Suburban
-3381321864255886317,Tablet,4G,Suburban
421106351241093996,Jeux,Wi-Fi,Suburban
-8624185152249761049,Smartphone,4G,Rural
-4702756597302345951,PC,4G,Rural
5844689146388447325,Tablet,5G,Suburban
5001463539271346250,Tablet,5G,Urban
5906135962974298083,Smartphone,4G,Rural
-7950835601027050143,PC,Wi-Fi,Urban
1840793018883692592,PC,4G,Suburban
2055592437995567670,PC,5G,Rural
4652942484002530762,Tablet,4G,Suburban
-864137779437702028,Tablet,4G,This is free text for Region
8419418039269435623,PC,4G,Rural
-1649272022376914843,Smartphone,5G,Rural
-2102829601071437503,Tablet,4G,Rural
-3517131806617544030,Tablet,5G,Urban
-2489398978177883864,Tablet,Wi-Fi,Urban
5614157626081755675,Smartphone,5G,Rural
-8229815159429818243,Tablet,5G,Rural
-3667774915738593995,Smartphone,4G,Urban
3064566863134794725,Smartphone,Wi-Fi,Rural
-3407384424928376197,PC,Wi-Fi,Urban
-8881379215387081643,Smartphone,Wi-Fi,Rural
4519855533526681599,PC,Wi-Fi,Suburban
232892317601736043,Tablet,4G,Urban
596533125143655419,Smartphone,5G,Streaming
-2075891255263344224,Smartphone,5G,Urban
-272263857267907264,Tablet,4G,Rural
4676711946225534098,Tablet,5G,Urban
3963628659894019058,PC,5G,Suburban
8231394171785962593,PC,5G,Suburban
-8632509164536317789,PC,Wi-Fi,Suburban
-6807165046612930145,Smartphone,4G,Suburban
291377836315219763,device-123,Wi-Fi,Rural
5587293480344702114,PC,Wi-Fi,Urban
2751382896876277549,Tablet,4G,Urban
-7071931954131578613,,Medios sociales,
-4011275535475795141,PC,Wi-Fi,Rural
1027428578436361523,Smartphone,5G,Urban
964367512574477607,,4G,
-3555370518107033465,PC,5G,Urban
-6578901889326023222,Tablet,4G,Rural
-2177070909192870420,Tablet,5G,Urban
-4899101504325779911,PC,5G,Urban
3067303584511495323,Tablet,5G,Suburban
2626279933531193493,,5G,
747337862220601813,Tablet,Jeux,Suburban
-5207236166176496498,Smartphone,5G,Suburban
-8079270127987347784,PC,Medios sociales,Suburban
2837464682409312337,Tablet,4G,Rural
-6736667290916073661,PC,5G,Rural
2085089802746953617,Smartphone,Wi-Fi,Rural
-1000007189884703764,Smartphone,5G,Rural
2381419908967895551,PC,Wi-Fi,Rural
-2336759169011130602,PC,Wi-Fi,Urban
5267610672529839148,PC,5G,Rural
-6231282221683500638,This is free text for Device_Type,5G,Suburban
7943119289092405765,Tablet,5G,Urban
-7524189653743605729,Smartphone,5G,Suburban
-2408020787146386517,Tablet,5G,Suburban
-5112102442864426114,PC,5G,Urban
8834936168458582572,Smartphone,4G,Suburban
-268790530786140564,PC,Wi-Fi,Rural
1995112755853575594,Smartphone,5G,Suburban
1327148062264323688,Tablet,Wi-Fi,Urban
-7212547354106802370,Tablet,5G,Suburban
-1974823813157925684,PC,Wi-Fi,Suburban
5184793674655716857,PC,5G,Suburban
1675188857456469143,Smartphone,Streaming,Urban
3070329561505726197,Tablet,Wi-Fi,Rural
-5703623217050536183,Smartphone,Wi-Fi,Rural
843522891783302179,Smartphone,4G,Rural
7816835988842182674,This is free text for Device_Type,5G,Rural
893386684213045411,PC,Wi-Fi,Rural
4503380637851702564,PC,Wi-Fi,Rural
1368422584866009436,Smartphone,Wi-Fi,Suburban
-4443125225314654534,Smartphone,4G,Rural
-1873141331617317534,Smartphone,5G,Medios sociales
8230388099754080568,PC,Wi-Fi,Urban
-2346744002050259243,Smartphone,5G,Rural
8948702003065114553,PC,Wi-Fi,Urban
8092796663659071150,device-123,Wi-Fi,Urban
-2794173846157103914,Smartphone,5G,Suburban
-5607719918438147603,This is free text for Device_Type,Wi-Fi,Urban
827861478463027926,Smartphone,Wi-Fi,Suburban
2515747950025128377,,5G,
-1149887508214943310,This is free text for Device_Type,5G,Rural
-5806690296864583695,PC,4G,This is free text for Region
3506185222965841605,Smartphone,4G,Rural
1285648007245161494,Smartphone,5G,Urban
-1081158438029928324,Tablet,Wi-Fi,Suburban
-3584767107864668832,Smartphone,4G,Urban
6116794792376339155,PC,Wi-Fi,Urban
8478902440951550887,Smartphone,5G,Suburban
-8379589078995604147,PC,Wi-Fi,Rural
2777799170319597205,PC,Wi-Fi,Suburban
7902656295822821517,PC,4G,Rural
291377836315219763,Tablet,Wi-Fi,Urban
-3973910877501179739,Tablet,4G,Urban
330978137228143285,Smartphone,Wi-Fi,Rural
-8652552650735568962,Tablet,4G,Urban
6212627907261226675,,Wi-Fi,
6320324091903032740,Tablet,Wi-Fi,Urban
-8856676201689880806,PC,5G,Urban
-2741688976794612525,Smartphone,5G,Suburban
8884736199163261975,Smartphone,4G,Rural
-7724456533295532809,Tablet,4G,Urban
